name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Интернет-маркетолог,"Обязанности:  маркетинговые исследования рынка, на котором РАБОТАЕТ фирма РАЗРАБОТКА концепции сайта(РАЗРАБОТКА и оценка рекламных компаний, смс рассылка, емайл рассылка,настройка яндекс директа,) продвижение и анализ сайта (анализ алгоритмов ранжирования поисковых систем, для выявления ключевых факторов ранжирования, статистики поисковых запросов, формирование списков продвигаемых запросов, создание уникального описания товара)  SMM планирование и ведение групп в соц сетях.       Требования:  Опыт РАБОТЫ в маркетинге, рекламе приветствуется; Актуальные знания инструментов контекстной и таргетированной рекламы, SMM, контент-маркетинга Интересы в области интернет маркетинга.  Условия:  Официальное оформление График РАБОТЫ 5/2 (выходные сб/вс). Уровень зарплаты зависит от ваших навыков и опыта. ","SMM
SMO
WEB аналитика
SEO оптимизация
Интернет-реклама
Контекстная реклама
Формирование технического задания для РАЗРАБОТКИ
SMS маркетинг
SEO
Email маркетинг",between1And3,False,ТАНДЕМ,20000.0,30000.0,True,RUR,Орел,11:03:15 24/10/2018
Монтажник СКС,"Обязанности:  Монтаж электропроводки, освещения. Монтаж слаботочных систем (видеонаблюдение, интернет)  Требования:  Высшее образование: степень - Инженер-электрик или Инженер-связист Допуск по электробезопасности приветствуется  Условия:  Возможно обучение ","Ориентация на результат
Клиентоориентированность",noExperience,False,kolizei,50000.0,70000.0,False,KZT,Шымкент,16:10:29 28/10/2018
"Inside Sales Manager (B2B, Sales Department)","Are you interested in technology and sales? Would you like to work in a fast paced international environment? If you have answered yes to the points above then this might be the job for you! WHAT WILL YOU DO? As an Inside Sales Account Manager you are responsible for managing the relationship with a number of installers, system integrators and resellers who are new to the Axis Channel Partner Program (Authorised Partner level). You will actively approach new potential customers and handle the incoming sales calls within the subsidiary, qualifying them and taking appropriate action. It will be your responsibility to look after and develop these customers, providing sales service and in the end growing their business. In addition to this you may handle individual projects and act as a CRM (Salesforce) super user. On occasion, you will also visit exhibitions and important key customers together with regional Key Account Managers in order to work more closely with customers in the market. Apart from above your responsibilities will include:  Pro-actively handling of the CRM (Salesforce) lead queue; to qualify authorized partners – every partner has to be contacted personally and checked if the reseller is a good, potential partner of Axis; Doing outbound calls to develop non-active partners, or partners who have a good business potential; Responsible for trainings of authorized partners.  WHO ARE WE LOOKING FOR? We are looking for a driven, pro-active and goal oriented individual with ability to take initiative and drive the development of your accounts. We believe that you are in the beginning of your career and that you have some experience of sales, preferably of technical products. A high degree of service level and a friendly attitude is a key in this position as you will be the Axis interface for many of our important customers. Axis people are enthusiastic and involved in their work. Having knowledge in networking and a technical interest for our products and technology in general is important both in order to perform in your job and in order to thrive with us in Axis. Furthermore, we think you have:  Prior Experience with CRM systems coupled with a solid understanding of its overall integration and influence on key sales processes; Excellent organizational skills, being able to handle multiple priorities; Fluent communication skills in English (intermediate), both written and verbal – your English should be good enough to have interviews during the recruiting process and describe adequately your working experience.  If you are interested, please apply! Let’s rock!","CRM
MS Outlook
B2B Продажи
MS PowerPoint
Internet
MS Internet Explorer
Деловая переписка
РАБОТА в команде
Телефонные переговоры
Деловое общение
Грамотная речь
Проведение презентаций
Ведение переговоров
Навыки презентации
Деловая коммуникация
Подготовка презентаций",between1And3,False,Axis Communications,60000.0,100000.0,True,RUR,Москва,16:08:44 30/10/2018
PHP-программист / Web-РАЗРАБОТЧИК,"Компания Aristos Group - организует и поддерживает официальные интернет-магазины для производителей (Philips, LG, Olympus, Grohe, Castrol, Axe, Nestle, Unilever). Мы развиваем лучшую на рынке IT платформу для интернет-коммерции, организуем собственную службу доставки по московскому региону, реализуем маркетинговые мероприятия для создания трафика посетителей и повышения конверсии. Мы постоянно развиваемся и растем. Мы РАБОТАЕМ в дружном, молодом, неформальном коллективе. Нам не стыдно за то, что мы делаем. Обязанности:  участие в РАЗРАБОТКЕ и поддержке официального интернет-магазина и других проектов компании ДОРАБОТКА функционала под требования компании РАЗРАБОТКА новых модулей для платформы участие в РАЗРАБОТКЕ уникальных решений, не имеющих аналогов на рынке  Требования:  уверенные знания PHP7, MySQL, JS (+ECMAScript 6), CSS3, HTML5 навыки адаптивной верстки, владение современными Frontend-фреймворками знание любого современного MVC PHP-фреймворка навыки РАБОТЫ с git опыт РАЗРАБОТКИ коммерческих продуктов  Желательно:  опыт РАЗРАБОТКИ на платформе Magento (это не является обязательным условием) опыт РАБОТЫ в электронной коммерции, понимание бизнес-процессов онлайн торговли РАБОТА в IDE JetBrains PHPStorm опыт РАЗРАБОТКИ Single Page Application и интерфейсов знания любых других языков программирования и технологий  Условия:  РАБОТА в современном офисе, в высокопрофессиональной команде, имеющей огромный опыт РАБОТЫ в электронной коммерции обучение, возможность личного и профессионального роста высокий уровень ЗАРАБОТНОЙ платы (фактический оклад зависит от уровня подготовки кандидата и определяется по результатам собеседования) молодой, дружный и веселый коллектив, адекватное руководство бесплатный зерновой кофе, чай, чилаут зона, кикер гибкий график РАБОТЫ устройство по ТК РФ, белая ЗАРАБОТНАЯ плата  Вы нам подходите, если:  Вы можете сказать про себя - я Full Stack Developer для Вас нет невыполнимых задач Вы любите веб-РАЗРАБОТКУ и готовы развиваться  Процесс трудоустройства:  удаленное собеседование через Telegram интервью в центральном офисе компании тестовое задание ","CSS
CSS3
HTML
JavaScript
MySQL
HTML5
Git
jQuery
PHP
Magento
Bootstrap
Yii
Веб-программирование
PHP5
Java
SQL
РАЗРАБОТКА CMS
РАЗРАБОТКА ПО",between1And3,False,Официальный интернет-магазин PHILIPS,110000.0,130000.0,False,RUR,Москва,11:47:42 31/10/2018
Младший менеджер по развитию бизнеса/Junior business development manager (Digital manager),"Отличный старт карьеры в ИТ. Ищем специалиста в команду успешного интернет-холдинга LT Digital Group(lt.digital).   Что нужно будет делать:  Поиск и привлечение новых партнеров (поиск сайтов, РАБОТА в соцсетях, на конференциях); Сопровождение и поддержка сотрудничества с партнерами-поставщиками по модели CPA (оплата за действие); Консультирование партнеров по вопросам повышения эффективности РАБОТЫ площадок; Повышение лояльности поставщиков-партнеров; Развитие ассортимента на сайтах партнеров; Сбор, изучение, анализ информации по отрасли (объемы рынка, основные участники, основные рекламодатели, распределение бюджетов); Решение спорных вопросов при размещении рекламных кампаний самостоятельно; Внесение предложений по улучшению РАБОЧЕГО процесса; Поддержание дружеских РАБОЧИХ отношений внутри коллектива и с партнерами.    От вас мы ожидаем:  Законченное высшее образование (в области технологий, маркетинга) или соответствующий опыт РАБОТЫ. Англ.яз. на разговорном уровне Умение общаться и способность быстро находить общий язык с людьми Хорошие навыки общения по телефону, грамотная письменная и устная речь Желание расти и развиваться, инициатива Развитые аналитические навыки Способность самостоятельно принимать решения, нести за них ответственность  Будет хорошо, если есть:  Опыт РАБОТЫ аффилиат-менеджером или аккаунт-менеджером; Хорошее понимание онлайн-маркетинга и CPA-маркетинга.    Условия:   Компания занимает лидирующие позиции в сегменте;  Зп 35 000 – 45 000 руб net (фикс); «Белая» ЗП; Официальное трудоустройство; Участие на профильных конференциях и выставках; Карьерный и профессионального рост; График РАБОТЫ гибкий: 9:00-18:00/10:00-19:00; Собственные 2 кухни, где всегда есть свежий и натуральный кофе, чай, печенье; Комната отдыха: XBox и настольный теннис; душ; Молодой, дружный и профессиональный коллектив; Удобное месторасположение офиса в 5 минут ходьбы от м. Нахимовский проспект, БЦ &quot;Лотос&quot; с необыкновенными панорамными видами и комфортом класса &quot;А&quot;. ","CPA
Internet Marketing
Партнерский маркетинг
Поиск и привлечение клиентов
Ведение клиентской базы",noExperience,False,LT Digital Group,35000.0,45000.0,False,RUR,Москва,14:38:47 31/10/2018
Embedded Linux developer (C++),"В софтверную компанию требуется программист C++ Embedded Linux:   Высшее/незаконченное высшее образование Хорошее знание С/C++, опыт РАЗРАБОТКИ под Windows/Linux/Mac. Опыт РАЗРАБОТКИ, оптимизации и отладки приложений под встраиваемые системы (Linux Embedded, Arm, Raspberry Pi); Опыт установки и настройки OpenVpn Опыт РАБОТЫ с различными медиа форматами, кодеками, контейнерами (mkv, mpeg2-ts, h.264, webm, vp8, mjpeg etc), протоколами доставки (rtsp, rtmp, http, hls), FFMPEG (libavcodec, libavformat). Уверенное владение ОС Linux: командная строка и основные утилиты, SSH/Telnet, curl, gcc, make и т. д; Навыки программирования на языках программирования: Qt, Python, Visual Studio Понимание специфики РАЗРАБОТКИ и отладки многопоточных приложений; Знание основ организации компьютерных сетей и современных сетевых протоколов. Опыт оптимизации приложений для РАБОТЫ на системах с ограниченными ресурсами Умение РАБОТАТЬ с чужим кодом, опыт командной РАЗРАБОТКИ.  Обязанности:  РАЗРАБОТКА приложений (Qt, С++).  Приветствуется:  Понимание современных способов доставки видеоконтента. Опыт в ОБРАБОТКЕ и распознавании изображений, нейронными сетями, компьютерной графике, использование CUDA, GPU. Опыт РАБОТЫ с OpenCV, знание Python. Знание протокола HTTP и понимание REST-архитектуры; Опыт РАБОТЫ с системой контроля версий Git; Успешный опыт самостоятельной РАЗРАБОТКИ программного обеспечения с нуля. Опыт РАЗРАБОТКИ систем записи, ОБРАБОТКИ видео и передачи (video-streaming) на удаленные медиа-сервера.  Дополнительные инструкции:  Необходимо будет выполнить тестовое задание.  Условия:  Стабильная ЗАРАБОТНАЯ плата по результатам собеседования Возможна удаленная РАБОТА и стажировка Офис в районе м. Лубянка (г.Москва) РАБОТА в стабильной компании с возможностью профессионального и финансового роста   ","CUDA, GPU
FFMPEG
openCV
REST
Git
C++
ООП
C#
C/C++
Python
MS Visual Studio
RTSP
RTP
CUDA
GPU
нейронные сети
Qt
ONVIF
Visual Studio
RTMP
OpenVPN
embedded
Embedded Linux
h.264
ARM
Raspberry",noExperience,False,ИнтернетСофт,80000.0,150000.0,False,RUR,Москва,16:25:29 07/11/2018
PHP программист / web РАЗРАБОТЧИК,"О нас: Web Fox – мы более 10 лет занимаемся РАЗРАБОТКОЙ сайтов. магазинов и других web решений для бизнеса и государства любого уровня сложности. В данный момент компания активно инвестирует в рост, и мы расширяем спектр предоставляемых услуг. Приоритетными направлениями развития являются РАЗРАБОТКА систем и It решений для гос.структур. О вакансии кратко: Основной задачей будет РАЗРАБОТКА сайтов/порталов и иных web приложений в составе команды.В идеален на данной позиции мы хотели бы видеть специалиста с широким техническим кругозором и опытом РАЗРАБОТКИ и внедрения it систем. В идеале Вы Fullstack РАЗРАБОТЧИК уровня &quot;уверенный Middle&quot;, в чуть менее идеальном варианте Вы опытный Вack end . Основные обязанности:  Участие в проектировании и РАЗРАБОТКЕ сайтов и систем. РАЗРАБОТКА сервисов, систем и интеграционных модулей, API;  Ожидаемые деловые и личные качества:  Гибкость мышления и умение решать нестандартные задачи; Желание и умение РАБОТАТЬ в команде; Аналитическое мышление; Умение РАБОТАТЬ в режиме многозадачности;  Мы ждем от Вас:  Высшее образование (желательно профильное); Свободное владение PHP 5,7 (понимание принципов ООП); Свободное владение SQL, РАБОТА с Postgresql; HTML/CSS итд;  Преимуществом будет (но совершенно не обязательно):- Профильное образование;- Опыт РАБОТЫ с Drupal 7,8 (большая часть проектов на этой CMF, знать не обязательно, но придется изучить);- Опыт РАБОТЫ с 1С Битрикс (не обязательно, рассматриваем как платформу для внедрения);- Активность и инициативность;- Прочие навыки и таланты в it сфере; Если Вам не хватает навыков и компетенций, не стесняйтесь, присылайте резюме, возможно у нас найдется РАБОТА и для Вас. Что мы предлагаем:  График РАБОТЫ: 5-дневная РАБОЧАЯ неделя, с 10:00 до 19:00 (Индивидуально рассматривается возможность РАБОТЫ с гибким графиком); Стабильный фиксированный оклад + премии; Оформление по ТК; Молодой, дружный коллектив; Интересные задачи; Адекватное руководство; Хорошая перспектива карьерного роста; ","PHP
HTML
SQL
HTML5
JavaScript
CSS3
ООП
Drupal API
1С-Битрикс",between3And6,False,Когорта-М,70000.0,150000.0,False,RUR,Санкт-Петербург,16:56:12 20/11/2018
PHP-РАЗРАБОТЧИК (Symfony + vue) Middle,"Компания: primepayer.com Опыт РАБОТЫ: от 2-х лет Вид занятости: удаленная РАБОТА Наша компания существует уже более 5 лет на рынке электронных товаров. Мы предоставляем удобную площадку для их продажи и собственный агрегатор платежных систем. У нас еще много интересных идей для реализации которых мы ищем талантливого php-программиста. Стек наших технологий: PHP 7, Symfony 4 JS (Vue, vuetify) MySQL (MariaDB 10 Galera Cluster) Sphinx, Redis, RabbitMQ Для управления задачами используем продукты Atlassian: Jira, Bitbucket, Crucible Что нужно знать и уметь: Считать себя твердым миддлом, иметь опыт РАЗРАБОТКИ на языке программирования PHP от двух лет НЕ ВО ФРИЛАНСЕ Иметь опыт с фреймворком Symfony, с одним из месседж-брокеров, key-value хранилища. Уметь РАБОТАТЬ с MySQL: сложные запросы, оптимизация, индексы PSR, Linux, Git Опыт с фреймворком vue. В обязанности будет входить front-end личных кабинетов – никакой сложной верстки, только базовые компоненты vuetify. После отклика на вакансию вам будет предложено выполнить тестовое задание, которое может занять до двух часов.","Symfony
MySQL
PHP
vue",between1And3,False,Primearea System OÜ,100000.0,100000.0,False,RUR,Москва,12:15:11 21/11/2018
Специалист по дистанционному обучению,"Обязанности:  РАЗРАБОТКА дистанционного обучения, курсы ДО, презентации, видео, тесты, статьи, рассылки, лэндинги, вебинары для сотрудников Компании – полный цикл, от заявки до публикации. Взаимодействие с внутренними заказчиками и экспертами по вопросу РАЗРАБОТКИ обучения Актуализация РАЗРАБОТАННОГО обучения на регулярной основе Поддержка обучающегося по РАЗРАБОТАННОМУ обучению  Требования:  Опыт самостоятельной подготовки обучающих материалов, опыт методологической РАБОТЫ Опыт РАБОТЫ с ПО CourseLab от года. Знание принципов педагогического дизайна Продвинутые навыки владения MS Office, особенно PowerPoint Хорошие коммуникативные навыки Знания особенностей обучения взрослых людей будет являться преимуществом    Условия:  Свобода творчества Белая ЗАРАБОТНАЯ плата Оформление по ТК РФ Офис класс А.г. Москвы (см. м. Кунцевская 6 минут от метро) ","CourseLub
webtutor
MS PowerPoint
Методист",between1And3,False,"Бристоль, сеть магазинов",95000.0,95000.0,False,RUR,Москва,18:46:24 22/11/2018
Full-stack РАЗРАБОТЧИК,"Компания Pharmznanie – это федеральный центр онлайн-обучения специалистов, РАБОТАЮЩИХ в фармацевтической сфере. ФармЗнание организует и проводит обучение через Интернет: семинары, тренинги, конференции, дискуссии и курсы для фармацевтов, провизоров, менеджеров по закупу, заведующих и руководителей аптек, маркетологов и PR-менеджеров аптечных сетей, медпредставителей, фармацевтических компаний, дистрибьюторов. Специалисты фармацевтической сферы учатся онлайн, не отрываясь от РАБОТЫ. Онлайн-мероприятия могут быть открытыми – для всех желающих и закрытыми – для конкретной аптечной сети. В отдел РАЗРАБОТКИ ищем Full-stack РАЗРАБОТЧИКА! Обязанности:  Поддержание и ДОРАБОТКА текущих проектов компании.  Требования:  Большой опыт РАБОТЫ с php7, Yii2; Эксперт по базам данных PostgreSQL, MySql; Отличные навыки РАБОТЫ CSS/jQuery - на клиенте; Базовые знания по РАБОТЕ с git; Желание РАБОТАТЬ в команде и разбираться в чужом коде; Опыт РАБОТЫ от 5 лет.  Условия:  Пятидневная РАБОЧАЯ неделя; Полностью белая ЗАРАБОТНАЯ плата, окладно-премиальная система оплаты труда; РАБОТА с интересным и перспективным направлением; РАБОТА в дружном молодом коллективе; Офис в 15 минут ходьбы от м. Речной вокзал.  Ждем Ваше резюме!","PHP
CSS
Базы данных
РАЗРАБОТКА ПО
SQL",between3And6,False,ФЦ Знание,60000.0,100000.0,False,RUR,Новосибирск,09:59:30 25/11/2018
Тестировщик полетов на Odoo12,Вакансия мечтыТребования: qwqeeцукцукуцкцукцукцукуцОбязанности: цукцукцукккуцкУсловия РАБОТЫ: цукцдлудлтьклотолтдуцтжтждлотцукуцкуцкукцукуцквобтмсдлтвыицйукйуцкйуцкцукцйукцйукцуйккуйц,"Скорость палета
скорость пасадки",between1And3,False,GROUND2CLOUD LLC,1000.0,3000.0,True,UAH,Киев,19:10:43 25/11/2018
Менеджер IT-проекта,"Обязанности:  Управление внутренними IT-проектами компании на всех стадиях РАЗРАБОТКИ и поддержки Планирование РАБОТ (по РАЗРАБОТКЕ, тестированию, внедрению), контроль качества и сроков исполнения Сбор и анализ требований, РАЗРАБОТКА технических заданий Формирование отчетности по проектам и задачам Автоматизация и оптимизация бизнес-процессов  Требования:  Опыт РАБОТЫ менеджером IT-проектов или руководителем IT-отдела Системное мышление, четкость изложения мыслей Умение составлять техническую документацию Способность переводить с IT-языка на общечеловеческий русский и обратно  Условия:  График 5/2 с 9-00 до 18-00 Официальное оформление согласно ТК РФ Стабильно и своевременно выплачиваемая ЗАРАБОТНАЯ плата 2 раза в месяц Уровень ЗАРАБОТНОЙ платы согласовывается по результатам собеседования Испытательный срок 3 месяца  Сервис 1PS.RU - один из крупнейших сервисов по комплексному интернет-маркетингу в России. РАБОТАЕМ уже 18 лет, и на сегодня:  Через наши руки и системы прошло более 1 млн. сайтов, которые пользуются как разовыми услугами, так и продвигаются на постоянной основе Занимаем 10 место среди ТОП-100 лучших SEO-компаний России в рейтинге Рунета 23 место среди ТОП-100 лучших SEO-компаний России в рейтинге CMS Magazine Мы - сертифицированный партнер Bitrix, Google, Яндекс, RoiStat  Основные направления нашей деятельности:  РАЗРАБОТКА и комплексное продвижение сайтов в поисковых системах Контекстная реклама в Яндексе и Google Реклама и продвижение в социальных сетях Управление репутацией (SERM) Копирайтинг и комплексный контент-маркетингу Юзабилити-тестирование  По вопросам о вакансии или записи на собеседование отправляйте отклик на вакансию либо звоните по телефону, указанному в контактах.","Управление проектами
Управление интернет-проектами
РАЗРАБОТКА ПО",between1And3,False,1PS.RU,50000.0,65000.0,False,RUR,Иркутск,07:25:12 26/11/2018
Руководитель группы РАЗРАБОТКИ мобильных приложений (ID_47),"Компания, динамичного развивающаяся на рынке решений для кредитно-финансовых организаций, насчитывающая более 800 профессионалов, чтущая традиции и следование современным тенденциям развития бизнеса, в настоящий момент ищет руководителя группы РАЗРАБОТКИ мобильных приложений. Обязанности:  управление группой РАЗРАБОТЧИКОВ; РАЗРАБОТКА гибридных мобильных приложений (подсистем) под Android и iOS; ДОРАБОТКА и расширение функциональности существующих приложений в соответствии с требованиями заказчиков.  Требования:  опыт руководства группой РАЗРАБОТЧИКОВ - от 1 года; опыт РАЗРАБОТКИ Web приложений - от 3 лет; опыт РАЗРАБОТКИ мобильных приложений под iOS и Android - от 2 лет; опыт создания адаптивных веб-интерфейсов; отличное знание - JavaScript, HTML5 / CSS3; желательно знание - AngularJS 1.x, AngularJS 2, Ionic framework, Apache Cordova, Java; навыки РАЗРАБОТКИ SinglePageApplication и проектирования архитектуры мобильных приложений; навыки РАБОТЫ с RESTAPI; понимание принципов UI/UX/usability, принципов проектирования мобильных приложений; способность разбираться с чужим кодом и проводить ревью.  Условия:  РАБОТА в надежной стабильной компании с сильным профессиональным обучением; график РАБОТЫ: 5/2, полный РАБОЧИЙ день, гибкое время начала РАБОЧЕГО дня (с 8 до 11); оформление в соответствии с ТК РФ; ЗАРАБОТНАЯ плата официальная: оклад и достойные премии по результатам РАБОТЫ; добровольное медицинское страхование; корпоративное обучение. ","Управление командой
JavaScript
RESTAPI
AngularJS
SinglePageApplication
CSS3
HTML5
Java",between3And6,False,ДЕЛОГРАМ,115000.0,180000.0,True,RUR,Москва,22:17:25 26/11/2018
Web-дизайнер,"Обязанности:  дизайн сайта ПК и мобильных версий (визитки, магазины, порталы, landing page); РАЗРАБОТКА web-баннеров; дизайн e-mail рассылок; дизайн полиграфии (визитки, флаеры, листовки и тд.); дизайн мобильных приложений; РАЗРАБОТКА прототипов (Axure, Sketch и тп.)  Требования:  обязательно наличие портфолио, в том числе с адаптивным дизайном сайтов; уверенное владение Photoshop, Illustrator, InDesign; опыт верстки и дизайна полиграфии (плакаты, буклеты, листовки, визитки, брошюры); способность самостоятельно собирать дизайн-концепции под идеи; внимание к деталям, инициативность, активность, ответственность, ориентированность на результат; креативность, творческое мышление  Условия:  График РАБОТЫ: пн-пт, 10:00-19:00, сб-вс - выходные; РАБОТА: в офисе недалеко от м. Дубровка (400м.) Испытательный срок: 3 мес. ЗАРАБОТНАЯ плата  на испытательный срок: 40 000 - 50 000 руб., по итогам успешного прохождения испытательного срока: 60 000 - 70 000 руб.   Оформление по ТК РФ ","Adobe Photoshop
Adobe Illustrator
Web-дизайн
Веб-дизайн
CorelDRAW",between3And6,False,Веб студия Атарис,60000.0,70000.0,False,RUR,Москва,14:13:58 28/11/2018
Дизайнер сайтов/социальных сетей [удаленно],"SHEER - маркетинговое агентство, РАБОТАЕМ с 2010 года, у нас в команде 15 человек, 8 из которых локально в офисе в центре Симферополя. Решаем задачи по привлечениями клиентов в бизнес за счет услуг: создание сайтов разной сложности от лендингов до порталов, делаем игры для бизнеса, SMM и автоворонки. У нас более 369 реализованных проектов. Среди клиентов Почта Крыма, Гринвуд, Клиника Вита, Неаполь Скифский и другие крупные компании региона. Занимаем 1-3 место в рейтингах агентств Крыма. В нашей компании уже есть штатный дизайнер Анна, которая РАБОТАЕТ с нами с 1 дня компании уже 9 лет. В разные периоды мы подключали удаленных дизайнеров, сейчас ищем на постоянку человека, с кем мы будем на 1 языке. Конечным результатом вашей РАБОТЫ будет дизайн главной, внутренних страниц, обложек ВК, и другие элементы дизайна по ТЗ с минимальными правками от заказчика. Просьба ознакомиться с нашим портфолио перед отправкой резюме на сайте sheer82.ru Обязанности должности: * Принимать участие в РАЗРАБОТКЕ прототипа; * Получать ТЗ и обратную связь от проект-менеджера; * Рисовать дизайн в оговоренные сроки; * Вносить правки от заказчика и корректировки при необходимости; * Давать свои рекомендации и предложения. Мы вас ждем, если: * Вы уже имеете опыт web-дизайна и желание развиваться в этой сфере; * Есть понимание последних тенденций web-дизайна; * Есть примеры РАБОТ, которыми вы гордитесь; * Вы всегда внимательны, особенно при устройстве на РАБОТУ, поэтому начнете сопроводительного письмо с фразы: Хочу в команду супергероев и сразу пришлете свои лучшие РАБОТЫ. * Чувствуете стиль и разницу между плохим и хорошим дизайном. Условия вакансии: Оплата по проектам + бонусы за достижения KPI и плана. Ваш прогнозируемый средний доход должен быть от 30 000 рублей до 100 000 рублей. График РАБОТЫ гибкий удаленный. Выступаем в качестве экспертов по маркетингу на выставках и конференциях. Если у вас есть желание применять свои навыки и делать качественный результат - ждем вашего отклика.","Adobe Photoshop
Дизайн
Интернет-реклама
Веб-дизайн
Web-дизайн
Графический дизайн
Internet
CorelDRAW",between1And3,False,КУБ,30000.0,100000.0,False,RUR,Симферополь,12:52:42 06/12/2018
Тестировщик ПО,"Обязанности* Функциональное тестирование desktop-, web-, iOS-, Android-, приложений* Взаимодействие с командами РАЗРАБОТЧИКОВ, представителями бизнеса* Участие в ревью требований и всех типов проектной документации* Создание тестовых сред и тестового окружения* РАЗРАБОТКА тестовой документации (составление тест-планов, тест-кейсов)* Выявление дефектов и РАБОТА с ними* Составление отчетов по результатам тестирования* Обеспечение качества выпускаемого продукта Требования и ожидания* опыт ручного тестирования ПО (желательно в области систем CRM)* опыт написания тест-планов и тест-кейсов* опыт РАБОТЫ с баг-трекинговыми и таск-трекинговыми системами (JIRA, Mantis и т.д.)* понимание принципов приложения клиент-сервер-СУБД, протоколов обмена данных* знания теории баз данных и SQL (обязательно знание простых запросов). Условия РАБОТЫ* Возможность профессионального и карьерного роста* Офис располагается в современном бизнес центре в районе ст.м Аннино ЗАРАБОТНАЯ плата: Оклад 50000 руб.","Тестирование
Функциональное тестирование
Тестирование пользовательского интерфейса
Проведение тестирований
Постановка задач РАЗРАБОТЧИКАМ",between1And3,False,Юниверс-софт,50000.0,50000.0,False,RUR,Москва,17:15:55 16/12/2018
РАЗРАБОТЧИК 1С-Битрикс,"Компания Некстайп - одна из ведущих студий Челябинска. Мы РАБОТАЕМ с крупными заказчиками и своими проектами, с должным усердием и качеством. Специализируемся на системе управления 1С-Битрикс. Внедряем Битрикс24 и amoCRM. РАЗРАБАТЫВАЕМ готовые решения на 1С-Битрикс, которые успешно продаются во всем СНГ. На текущий момент, мы заинтересованы в грамотном Битрикс - РАЗРАБОТЧИКЕ. Ознакомьтесь с нашими требованиями ниже: Обязанности:  РАБОТА над улучшением наших готовых решений на 1С-Битрикс ДОРАБОТКА существующих проектов как на готовых решениях так и индивидуально-РАЗРАБОТАННЫХ  Требования:  Умение РАБОТАТЬ в git Опыт в РАЗРАБОТКЕ собственных модулей и компонентов Знание архитектуры 1С-Битрикс Уверенные знания php, js (РАБОТА с ajax и внутренним фреймворком BX)  Условия:  Официальное трудоустройство Оплачиваемые отпуска Корпоративы за счет компании Офис в центре города, кофе и чай за счет компании  От кандидата ОБЯЗАТЕЛЬНО ждем резюмеЖелание выполнить тестовое задание (1-2 часа) также обязательно.","1С-Битрикс
PHP5
JavaScript",between1And3,False,Некстайп,35000.0,60000.0,True,RUR,Челябинск,19:12:53 16/12/2018
Интернет-маркетолог,"Обязанности:- Лидогенерация. Подготовка и запуск рекламных компаний в Яндекс Директ, Вконтакте, Instagram/Facebook, MyTarget, Google Adwords. Создание семантического ядра.- Тизерная реклама - создание, настройка рекламы в тизерных сетях (Recreativ,Oblivki). - Ретаргетинг: настройка РАБОТЫ на целевую аудиторию; -РАБОТА с блогерами.- Администрирование сайтов:  - подготовка Т.З. дизайнерам, составление контента, копирайтинг; - поведенческий анализ посетителей сайта, РАБОТА над конверсией.-РАБОТА с негативными отзывами. - Оценка пользовательского интереса: Яндекс Wordstat, Direct Commander, Elama, бидеры для ЯД, Церебро, Target Hunter -Общая веб-аналитика: - сбор и анализ данных по продажам, лидам, количеству посещений и поведению посетителей - анализ эффективности;- проведение маркетинговых исследований, анализа потребителей, продуктов и конкурентов; - настройка целей, оптимизация. РАБОТА в Я.Метрике и G.Analytics. - Контроль за РАБОТОЙ подрядчиков: SEO-специалистов, SMM-менеджеров, дизайнеров, верстальщиков, программистов.- Планирование бюджета продвижения товаров и распределение его внутри рекламной кампании.- Отчетность (ежедневная, ежемесячная) по продажам интернет-магазинов и продающим лендингам.-Подбор товарных позиций: Участие в РАЗРАБОТКЕ ассортиментного портфеля.Требования: - опыт РАБОТЫ по направлению: от 3-х лет; - высшее образование. Условия: Доход: от 100 тысяч рублей (базовый оклад + % от результата). Место РАБОТЫ: Западный округ Москвы, М,Молодежная (15 минут на автобусе).","Лидогенерация
Контекстная реклама
Копирайтинг
Составление семантического ядра
SEO оптимизация
внешний аудит сайта
Внешняя оптимизация сайта
Внутренняя оптимизация сайта
Внутренний аудит контекстной рекламы",between3And6,False,РемиЛинг,90000.0,120000.0,False,RUR,Москва,08:44:21 21/12/2018
